fips,unemployment_rate_2019,med_household_inc_19,med_hh_income_percent_of_state_total_2019
31183,2.8,"50,207",79.3
31185,2.7,"59,749",94.4
32000,3.9,"63,268",100
32001,3.5,"56,335",89
32003,4,"62,131",98.2
32005,3.9,"76,296",120.6
32007,3,"83,287",131.6
32009,3.7,"50,675",80.1
32011,2.4,"71,541",113.1
32013,2.9,"73,106",115.5
32015,3.2,"81,239",128.4
32017,4,"58,782",92.9
32019,4.7,"59,406",93.9
32021,4,"43,771",69.2
32023,5.1,"48,490",76.6
32027,4,"58,562",92.6
32029,3.7,"88,003",139.1
32031,3.2,"71,733",113.4
32033,3,"60,086",95
32510,3.9,"58,126",91.9
33000,2.5,"78,571",100
33001,2.5,"68,752",87.5
33003,2.5,"64,495",82.1
33005,2.6,"65,326",83.1
33007,3.2,"49,156",62.6
33009,2.2,"62,468",79.5
33011,2.6,"82,862",105.5
33013,2.3,"75,800",96.5
33015,2.7,"91,416",116.3
33017,2.3,"71,486",91
33019,2.3,"63,518",80.8
34000,3.6,"85,786",100
34001,5.1,"62,678",73.1
34003,2.9,"107,971",125.9
34005,3.3,"88,443",103.1
34007,4,"73,168",85.3
34009,7.2,"66,565",77.6
34011,5.5,"54,179",63.2
34013,4.5,"64,522",75.2
34015,3.7,"87,996",102.6
34017,3.3,"77,738",90.6
34019,2.8,"117,275",136.7
34021,3.2,"79,475",92.6
34023,3.1,"92,770",108.1
34025,3.2,"102,579",119.6
34027,2.8,"116,328",135.6
34029,3.7,"75,627",88.2
34031,4.3,"76,039",88.6
34033,4.8,"68,146",79.4
34035,3,"112,722",131.4
34037,3.4,"100,281",116.9
34039,3.7,"79,953",93.2
34041,3.3,"83,998",97.9
35000,4.9,"52,021",100
35001,4.4,"56,148",107.9
35003,6.2,"37,190",71.5
35005,4.9,"43,687",84
35006,6.3,"40,436",77.7
35007,4.7,"42,754",82.2
35009,4.1,"45,623",87.7
35011,4.3,"34,746",66.8
35013,5.7,"43,618",83.8
35015,3.1,"63,671",122.4
35017,4.8,"43,175",83
35019,5.3,"36,554",70.3
35021,5.1,"38,162",73.4
35023,4.3,"37,322",71.7
35025,3.9,"63,012",121.1
35027,4.6,"47,254",90.8
35028,3.2,"122,001",234.5
35029,12.2,"32,544",62.6
35031,7,"36,404",70
35033,6,"36,968",71.1
35035,4.9,"43,135",82.9
35037,5.2,"34,596",66.5
35039,5.3,"44,579",85.7
35041,4.5,"44,928",86.4
35043,4.8,"71,118",136.7
35045,5.7,"46,201",88.8
35047,5.8,"36,986",71.1
35049,3.9,"61,791",118.8
35051,6.8,"33,661",64.7
35053,5.8,"39,582",76.1
35055,6,"43,032",82.7
35057,6.8,"39,532",76
35059,3.5,"38,221",73.5
35061,5.3,"54,867",105.5
36000,4,"72,038",100
36001,3.6,"69,408",96.3
36003,5.5,"49,411",68.6
36005,5.4,"41,470",57.6
36007,4.7,"52,179",72.4
36009,5.1,"50,783",70.5
36011,4.3,"58,055",80.6
36013,4.7,"50,143",69.6
36015,4.2,"58,400",81.1
36017,4.4,"51,894",72
36019,4.4,"59,069",82
36021,3.2,"71,563",99.3
36023,4.9,"55,143",76.5
36025,4.7,"51,038",70.8
36027,3.6,"84,564",117.4
36029,4.3,"60,620",84.2
36031,4.7,"55,091",76.5
36033,4.9,"48,943",67.9
36035,5,"50,061",69.5
36037,3.9,"62,570",86.9
36039,4.5,"54,746",76
36041,6,"60,148",83.5
36043,4.9,"55,778",77.4
36045,5.6,"53,829",74.7
36047,4.1,"66,501",92.3
36049,5.5,"56,599",78.6
36051,4.2,"60,268",83.7
36053,4.5,"61,713",85.7
36055,4.2,"62,159",86.3
36057,5.1,"52,092",72.3
36059,3.4,"117,767",163.5
36061,3.5,"93,007",129.1
36063,5,"56,371",78.3
36065,4.3,"56,516",78.5
36067,3.9,"61,597",85.5
36069,3.9,"66,754",92.7
36071,3.8,"83,188",115.5
36073,4.7,"53,115",73.7
36075,5.4,"57,640",80
36077,4.2,"52,414",72.8
36079,3.7,"105,600",146.6
36081,3.5,"72,975",101.3
36083,3.8,"70,688",98.1
36085,3.9,"86,624",120.2
36087,3.6,"99,831",138.6
36089,5.5,"51,742",71.8
36091,3.4,"89,071",123.6
36093,3.8,"64,960",90.2
36095,4.7,"58,927",81.8
36097,4.7,"52,215",72.5
36099,3.8,"51,064",70.9
36101,4.6,"53,167",73.8
36103,3.7,"105,241",146.1
36105,4,"58,851",81.7
36107,4.1,"60,699",84.3
36109,3.6,"59,176",82.1
36111,3.8,"64,090",89
36113,4.6,"63,240",87.8
36115,4.1,"56,897",79
36117,4,"61,989",86.1
36119,3.8,"101,741",141.2
36121,4.4,"58,214",80.8
36123,3.7,"60,612",84.1
37000,3.9,"57,388",100
37001,3.8,"57,963",101
37003,3.3,"54,960",95.8
37005,4.8,"41,420",72.2
37007,4.2,"40,826",71.1
37009,3.7,"41,542",72.4
37011,3.7,"45,823",79.8
37013,4.6,"49,410",86.1
37015,4.8,"37,899",66
37017,4.8,"42,260",73.6
37019,5.2,"63,712",111
37021,3,"55,448",96.6
37023,3.7,"47,890",83.4
37025,3.6,"72,071",125.6
37027,4.1,"48,512",84.5
37029,3.9,"69,610",121.3
37031,4.2,"60,058",104.7
37033,4.5,"51,240",89.3
37035,3.6,"53,688",93.6
37037,3.4,"70,258",122.4
37039,4.5,"42,764",74.5
37041,4.7,"47,126",82.1
37043,4.5,"47,116",82.1
37045,4,"46,012",80.2
37047,4.9,"39,531",68.9
37049,4.1,"53,372",93
37051,5.1,"46,599",81.2
37053,3.6,"70,699",123.2
37055,4.7,"63,033",109.8
37057,3.7,"53,924",94
37059,3.4,"63,828",111.2
37061,4.1,"44,929",78.3
37063,3.4,"65,541",114.2
37065,5.9,"40,784",71.1
37067,3.7,"53,054",92.4
37069,4,"57,371",100
37071,3.9,"56,542",98.5
37073,4.1,"54,204",94.5
37075,5.4,"45,813",79.8
37077,3.4,"54,300",94.6
37079,3.8,"44,648",77.8
37081,4.1,"55,820",97.3
37083,5.7,"38,727",67.5
37085,4.6,"55,619",96.9
37087,3.4,"51,612",89.9
37089,3.3,"61,651",107.4
37091,5.2,"42,374",73.8
37093,4.9,"48,420",84.4
37095,8.6,"43,112",75.1
37097,3.6,"68,308",119
37099,4.1,"47,759",83.2
37101,3.6,"62,835",109.5
37103,3.9,"46,275",80.6
37105,4.5,"53,114",92.6
37107,3.8,"39,947",69.6
37109,3.5,"70,479",122.8
37111,3.8,"46,370",80.8
37113,3.9,"46,279",80.6
37115,3.6,"50,062",87.2
37117,5.1,"39,413",68.7
37119,3.6,"69,455",121
37121,4.6,"47,675",83.1
37123,4,"46,497",81
37125,3.8,"63,942",111.4
37127,4.8,"50,902",88.7
37129,3.6,"57,252",99.8
37131,5.2,"39,777",69.3
37133,4.6,"50,645",88.3
37135,3.3,"74,314",129.5
37137,3.8,"52,522",91.5
37139,4.6,"51,245",89.3
37141,3.9,"60,405",105.3
37143,5,"50,804",88.5
37145,4.2,"54,553",95.1
37147,4.2,"52,961",92.3
37149,3.8,"53,405",93.1
37151,3.8,"50,129",87.4
37153,5.3,"40,518",70.6
37155,5.4,"36,366",63.4
37157,4.4,"44,686",77.9
37159,4,"52,051",90.7
37161,4.9,"44,547",77.6
37163,3.9,"45,997",80.2
37165,6.6,"39,197",68.3
37167,3.7,"58,303",101.6
37169,3.6,"52,356",91.2
37171,3.7,"48,637",84.8
37173,4,"46,075",80.3
37175,3.7,"55,628",96.9
37177,5.9,"37,680",65.7
37179,3.5,"86,138",150.1
37181,5.8,"40,450",70.5
37183,3.3,"84,377",147
37185,5.7,"37,027",64.5
37187,5.9,"40,157",70
37189,3.5,"51,630",90
37191,4.1,"45,634",79.5
37193,4.1,"45,250",78.8
37195,5.8,"42,414",73.9
37197,3.4,"50,929",88.7
37199,3.8,"47,664",83.1
38000,2.4,"67,402",100
38001,2.2,"55,880",82.9
38003,3,"60,689",90
38005,4.2,"45,709",67.8
38007,2.6,"69,528",103.2
38009,3.3,"62,904",93.3
38011,1.6,"65,411",97
38013,2.3,"67,545",100.2
38015,2.4,"73,565",109.1
38017,2,"63,977",94.9
38019,2.8,"63,484",94.2
38021,1.9,"57,490",85.3
38023,1.4,"61,506",91.3
38025,1.6,"75,723",112.3
38027,4.5,"54,465",80.8
38029,4.1,"53,073",78.7
38031,2.7,"54,917",81.5
38033,1.8,"58,370",86.6
38035,2.1,"57,388",85.1
38037,2.3,"41,841",62.1
38039,2.5,"56,527",83.9
38041,2,"54,600",81
38043,4,"50,570",75
38045,2.1,"56,059",83.2
38047,2.3,"51,496",76.4
38049,3.5,"59,661",88.5
38051,3,"47,349",70.2
38053,1.6,"86,890",128.9
38055,3.2,"67,453",100.1
38057,4.2,"83,341",123.6
38059,3,"68,051",101
38061,1.4,"69,040",102.4
38063,3.1,"56,098",83.2
38065,3.7,"72,919",108.2
38067,3.5,"59,970",89
38069,3.2,"56,753",84.2
38071,2.9,"60,710",90.1
38073,1.7,"66,422",98.5
38075,2.5,"84,986",126.1
38077,2.3,"62,837",93.2
38079,8.2,"45,296",67.2
38081,1.8,"67,551",100.2
38083,4.3,"58,725",87.1
38085,3.9,"37,133",55.1
38087,2.3,"52,695",78.2
38089,2,"68,759",102
38091,2.1,"67,661",100.4
38093,2.3,"60,297",89.5
38095,2.8,"53,024",78.7
38097,2.6,"69,443",103
38099,3.3,"59,153",87.8
38101,2.5,"68,634",101.8
38103,3.1,"56,167",83.3
38105,1.8,"84,606",125.5
39000,4.1,"58,704",100
39001,6.8,"43,145",73.5
39003,4,"58,271",99.3
39005,4.2,"52,554",89.5
39007,4.8,"47,388",80.7
39009,5.3,"43,621",74.3
39011,3,"64,227",109.4
39013,5.6,"50,166",85.5
39015,5,"58,441",99.6
39017,3.8,"68,611",116.9
39019,5,"56,999",97.1
39021,3.7,"62,077",105.7
39023,4.3,"50,832",86.6
39025,3.7,"68,724",117.1
39027,4.7,"52,870",90.1
39029,4.8,"52,693",89.8
39031,5.8,"49,679",84.6
39033,4.7,"49,484",84.3
39035,4.2,"52,503",89.4
39037,3.7,"56,824",96.8
39039,4.2,"60,918",103.8
39041,3.1,"110,252",187.8
39043,4.9,"60,790",103.6
39045,3.7,"71,782",122.3
39047,3.9,"51,023",86.9
39049,3.5,"64,648",110.1
39051,4.1,"64,334",109.6
39053,5.4,"48,094",81.9
39055,3.5,"79,865",136
39057,3.7,"69,709",118.7
39059,5.5,"48,283",82.2
39061,3.8,"60,251",102.6
39063,3.2,"62,720",106.8
39065,4.2,"51,155",87.1
39067,5.3,"50,137",85.4
39069,4.6,"61,351",104.5
39071,5.2,"47,126",80.3
39073,4.6,"51,016",86.9
39075,3,"62,596",106.6
39077,5.7,"56,704",96.6
39079,6.2,"50,671",86.3
39081,5.9,"47,652",81.2
39083,3.9,"59,957",102.1
39085,3.7,"65,040",110.8
39087,5.2,"46,433",79.1
39089,3.7,"66,321",113
39091,3.6,"60,624",103.3
39093,4.3,"59,201",100.8
39095,4.7,"49,924",85
39097,3.4,"65,696",111.9
39099,5.7,"48,018",81.8
39101,4.1,"51,479",87.7
39103,3.4,"78,540",133.8
39105,6.9,"43,754",74.5
39107,2.6,"67,075",114.3
39109,3.7,"63,524",108.2
39111,8.3,"48,231",82.2
39113,4.2,"54,704",93.2
39115,6.5,"46,883",79.9
39117,4.1,"59,498",101.4
39119,4.9,"52,105",88.8
39121,6.9,"50,788",86.5
39123,5.6,"63,352",107.9
39125,3.8,"58,100",99
39127,5.2,"51,875",88.4
39129,4,"63,931",108.9
39131,6.2,"46,255",78.8
39133,4.2,"57,439",97.8
39135,3.8,"62,128",105.8
39137,3.1,"73,454",125.1
39139,4.5,"51,883",88.4
39141,4.2,"54,728",93.2
39143,4.3,"58,415",99.5
39145,6.3,"45,410",77.4
39147,4.1,"55,664",94.8
39149,3.5,"64,304",109.5
39151,4.5,"55,623",94.8
39153,4.3,"57,753",98.4
39155,6.1,"47,966",81.7
39157,4.3,"54,150",92.2
39159,3.2,"91,597",156
39161,3.3,"55,361",94.3
39163,5.6,"46,301",78.9
39165,3.5,"91,645",156.1
39167,5.4,"52,565",89.5
39169,3.2,"58,747",100.1
39171,3.3,"54,239",92.4
39173,3.7,"64,723",110.3
39175,3.1,"61,733",105.2
40000,3.3,"54,447",100
40001,4.2,"39,589",72.7
40003,2.1,"57,497",105.6
40005,4.3,"41,872",76.9
40007,2,"55,397",101.7
40009,3.2,"50,512",92.8
40011,2,"50,574",92.9
40013,3,"44,074",80.9
40015,3.6,"45,755",84
40017,2.9,"75,111",138
40019,3.4,"51,895",95.3
40021,4,"45,544",83.6
40023,4.8,"37,131",68.2
40025,1.7,"47,602",87.4
40027,2.8,"64,706",118.8
40029,3.9,"41,273",75.8
40031,3.7,"51,184",94
40033,3.2,"46,450",85.3
40035,3.6,"42,978",78.9
40037,3.7,"54,737",100.5
40039,2.5,"51,803",95.1
40041,3.8,"44,602",81.9
40043,2.1,"56,316",103.4
40045,2.5,"54,013",99.2
40047,3,"58,381",107.2
40049,3.2,"46,786",85.9
40051,3.1,"63,647",116.9
40053,2.1,"60,303",110.8
40055,4.2,"38,641",71
40057,2.9,"37,988",69.8
40059,2.9,"40,265",74
40061,5.3,"41,643",76.5
40063,4.9,"37,631",69.1
40065,2.9,"48,430",88.9
40067,3.2,"39,785",73.1
40069,4.3,"41,805",76.8
40071,4.3,"48,522",89.1
40073,2,"68,839",126.4
40075,3.8,"39,788",73.1
40077,6.3,"42,014",77.2
40079,4.7,"42,378",77.8
40081,3.5,"51,012",93.7
40083,2.9,"66,625",122.4
40085,2.3,"51,481",94.6
40087,2.7,"75,009",137.8
40089,5.7,"40,803",74.9
40091,5.8,"40,614",74.6
40093,2.1,"59,690",109.6
40095,3.5,"45,005",82.7
40097,3.1,"49,293",90.5
40099,3,"50,965",93.6
40101,3.9,"43,392",79.7
40103,2.5,"56,307",103.4
40105,3.5,"47,456",87.2
40107,4.6,"39,265",72.1
40109,3.1,"56,272",103.4
40111,4.9,"41,725",76.6
40113,3.8,"50,667",93.1
40115,3.4,"41,530",76.3
40117,3.9,"47,646",87.5
40119,2.9,"43,025",79
40121,4.2,"47,215",86.7
40123,3.1,"49,510",90.9
40125,3.6,"52,747",96.9
40127,5,"37,718",69.3
40129,3,"59,286",108.9
40131,3.1,"67,054",123.2
40133,4.8,"40,725",74.8
40135,4.1,"43,038",79
40137,4.3,"47,826",87.8
40139,2,"56,014",102.9
40141,3.7,"41,251",75.8
40143,3.2,"57,668",105.9
40145,3.1,"65,191",119.7
40147,3.4,"62,515",114.8
40149,3.4,"50,823",93.3
40151,2.1,"40,684",74.7
40153,2.9,"73,253",134.5
41000,3.7,"66,955",100
41001,4.6,"48,530",72.5
41003,2.9,"69,148",103.3
41005,3.4,"80,539",120.3
41007,3.7,"59,339",88.6
41009,4.5,"72,285",108
41011,4.9,"49,504",73.9
41013,5.3,"58,739",87.7
41015,5.2,"51,267",76.6
41017,3.9,"71,880",107.4
41019,4.9,"48,940",73.1
41021,3.7,"61,205",91.4
41023,6.9,"49,792",74.4
41025,5.3,"39,874",59.6
41027,3.2,"68,835",102.8
41029,4.4,"56,367",84.2
41031,5.1,"52,543",78.5
41033,5,"47,533",71
41035,6.2,"53,030",79.2
41037,5.4,"47,867",71.5
41039,4.1,"57,212",85.4
41041,4.3,"52,276",78.1
41043,4.3,"61,084",91.2
41045,4.1,"42,019",62.8
41047,3.9,"64,058",95.7
41049,4.1,"59,781",89.3
41051,3.3,"72,469",108.2
41053,4.1,"69,757",104.2
41055,3.4,"60,035",89.7
41057,3.9,"52,298",78.1
41059,4.8,"58,286",87.1
41061,4.8,"54,264",81
41063,5.8,"52,106",77.8
41065,4.1,"56,993",85.1
41067,3.1,"85,665",127.9
41069,4.3,"42,747",63.8
41071,3.4,"71,815",107.3
42000,4.4,"63,455",100
42001,3.3,"67,706",106.7
42003,4.1,"64,799",102.1
42005,5.1,"56,259",88.7
42007,4.5,"60,323",95.1
42009,4.7,"54,251",85.5
42011,4.3,"67,418",106.2
42013,4.5,"51,004",80.4
42015,4.4,"51,356",80.9
42017,3.8,"93,587",147.5
42019,3.9,"72,576",114.4
42021,5.3,"48,798",76.9
42023,6,"43,704",68.9
42025,5.4,"59,985",94.5
42027,3.3,"61,036",96.2
42029,3.2,"102,233",161.1
42031,4.9,"49,173",77.5
42033,5.2,"46,967",74
42035,5.4,"50,777",80
42037,4.8,"54,377",85.7
42039,4.7,"49,741",78.4
42041,3.4,"75,269",118.6
42043,4,"60,763",95.8
42045,4,"76,783",121
42047,4.9,"55,462",87.4
42049,4.6,"51,923",81.8
42051,5.9,"48,055",75.7
42053,6.8,"41,267",65
42055,3.8,"62,699",98.8
42057,4.4,"56,357",88.8
42059,5.1,"56,599",89.2
42061,5.9,"54,323",85.6
42063,5,"51,299",80.8
42065,4.7,"50,789",80
42067,4.4,"57,837",91.1
42069,4.9,"53,655",84.6
42071,3.4,"67,515",106.4
42073,5.1,"50,979",80.3
42075,3.9,"61,560",97
42077,4.5,"65,436",103.1
42079,5.7,"53,439",84.2
42081,4.8,"53,762",84.7
42083,5.3,"53,266",83.9
42085,4.9,"54,099",85.3
42087,4.7,"50,571",79.7
42089,5.4,"63,012",99.3
42091,3.5,"92,340",145.5
42093,3.6,"65,534",103.3
42095,4.5,"73,780",116.3
42097,5.6,"47,967",75.6
42099,3.7,"65,401",103.1
42101,5.5,"47,598",75
42103,5.6,"66,595",104.9
42105,5.9,"49,054",77.3
42107,5.4,"55,951",88.2
42109,5.4,"56,873",89.6
42111,5.3,"49,082",77.3
42113,5.2,"51,718",81.5
42115,4.3,"60,235",94.9
42117,5.3,"51,324",80.9
42119,4,"61,306",96.6
42121,4.9,"53,619",84.5
42123,4.5,"52,592",82.9
42125,4.5,"65,558",103.3
42127,4.7,"56,265",88.7
42129,4.5,"59,407",93.6
42131,4.9,"60,419",95.2
42133,3.8,"69,101",108.9
44000,3.6,"70,383",100
44001,3,"87,926",124.9
44003,3.2,"74,230",105.5
44005,3.1,"80,862",114.9
44007,3.9,"62,165",88.3
44009,3.1,"86,450",122.8
45000,2.8,"56,360",100
45001,3.4,"46,499",82.5
45003,2.9,"56,824",100.8
45005,5.3,"32,147",57
45007,2.7,"54,496",96.7
45009,5.6,"35,364",62.7
45011,4.3,"36,675",65.1
45013,2.6,"73,890",131.1
45015,2.5,"68,690",121.9
45017,3.6,"47,090",83.6
45019,2.3,"70,980",125.9
45021,3.1,"46,905",83.2
45023,4.1,"45,400",80.6
45025,2.9,"42,441",75.3
45027,3.9,"39,900",70.8
45029,3.2,"40,808",72.4
45031,3.4,"44,007",78.1
45033,4.1,"35,483",63
45035,2.5,"68,051",120.7
45037,2.8,"52,591",93.3
45039,4.4,"42,496",75.4
45041,2.9,"49,770",88.3
45043,3.8,"53,747",95.4
45045,2.4,"64,399",114.3
45047,3.1,"43,958",78
45049,2.7,"37,560",66.6
45051,3.6,"53,648",95.2
45053,2.5,"50,790",90.1
45055,3,"56,318",99.9
45057,3.3,"63,842",113.3
45059,3,"47,038",83.5
45061,4,"37,710",66.9
45063,2.3,"62,059",110.1
45065,3.1,"48,645",86.3
45067,4.3,"35,138",62.3
45069,4.8,"34,532",61.3
45071,2.7,"50,773",90.1
45073,2.8,"52,240",92.7
45075,4.8,"38,736",68.7
45077,2.8,"52,949",93.9
45079,2.8,"52,905",93.9
45081,2.7,"49,493",87.8
45083,2.6,"55,588",98.6
45085,3.4,"49,611",88
45087,3.5,"42,851",76
45089,4.6,"34,409",61.1
45091,2.8,"68,468",121.5
46000,3.3,"60,414",100
46003,2.8,"56,360",93.3
46005,3.2,"51,844",85.8
46007,5.4,"36,345",60.2
46009,3.2,"52,660",87.2
46011,3.3,"59,036",97.7
46013,3.1,"61,447",101.7
46015,3.1,"65,008",107.6
46017,6.6,"26,671",44.1
46019,3.4,"50,105",82.9
46021,3.6,"56,043",92.8
46023,3.7,"51,340",85
46025,4,"54,158",89.6
46027,3.3,"51,039",84.5
46029,3.2,"63,442",105
46031,5.8,"32,848",54.4
46033,4.4,"63,665",105.4
46035,2.9,"57,367",95
46037,4.6,"51,516",85.3
46039,4.8,"65,217",108
46041,8.3,"47,640",78.9
46043,2.8,"56,030",92.7
46045,3,"59,905",99.2
46047,4.3,"49,965",82.7
46049,3.3,"49,198",81.4
46051,3.4,"60,057",99.4
46053,3.5,"42,868",71
46055,2.9,"50,747",84
46057,3.3,"60,864",100.7
46059,2.8,"56,239",93.1
46061,4.7,"78,478",129.9
46063,2.8,"55,482",91.8
46065,2.7,"66,952",110.8
46067,3.1,"59,336",98.2
46069,3.5,"63,454",105
46071,5.7,"37,879",62.7
46073,2.8,"52,162",86.3
46075,3.1,"52,650",87.1
46077,3,"61,992",102.6
46079,3.6,"63,946",105.8
46081,3.2,"53,902",89.2
46083,2.6,"86,235",142.7
46085,4.8,"47,813",79.1
46087,2.9,"62,535",103.5
46089,4.3,"43,243",71.6
46091,3.8,"59,103",97.8
46093,3.6,"59,981",99.3
46095,5.7,"36,489",60.4
46097,3.1,"52,230",86.5
46099,2.9,"63,162",104.5
46101,3.6,"61,029",101
46102,9.7,"34,078",56.4
46103,3.4,"58,919",97.5
46105,3.1,"49,999",82.8
46107,3.2,"58,012",96
46109,4.3,"49,088",81.3
46111,3.1,"56,507",93.5
46115,3.4,"54,666",90.5
46117,3,"70,472",116.6
46119,2.9,"61,791",102.3
46121,6.5,"34,015",56.3
46123,2.9,"50,503",83.6
46125,3,"63,852",105.7
46127,3.4,"83,910",138.9
46129,5.5,"51,472",85.2
46135,2.9,"60,868",100.8
46137,5.6,"33,508",55.5
47000,3.4,"56,047",100
47001,3.6,"50,973",90.9
47003,3.7,"50,539",90.2
47005,4.5,"42,322",75.5
47007,5.4,"42,730",76.2
47009,3.2,"59,368",105.9
47011,3.5,"52,534",93.7
47013,4.6,"42,500",75.8
47015,3.1,"52,960",94.5
47017,4.8,"43,258",77.2
47019,4.1,"39,964",71.3
47021,2.6,"62,786",112
47023,3.4,"50,769",90.6
47025,4.2,"40,116",71.6
47027,6,"36,694",65.5
47029,4.5,"40,528",72.3
47031,3.3,"54,931",98
47033,3.5,"45,642",81.4
47035,4.5,"49,142",87.7
47037,2.5,"63,846",113.9
47039,5.3,"45,215",80.7
47041,4.3,"46,407",82.8
47043,3,"59,126",105.5
47045,4.9,"48,770",87
47047,3.6,"67,345",120.2
47049,4.2,"38,608",68.9
47051,3.3,"54,319",96.9
47053,4.2,"46,384",82.8
47055,3.9,"50,847",90.7
47057,4,"44,929",80.2
47059,4.7,"44,975",80.2
47061,4.1,"38,447",68.6
47063,3.9,"46,842",83.6
47065,3.2,"57,802",103.1
47067,5.9,"31,938",57
47069,5,"40,989",73.1
47071,4.3,"44,510",79.4
47073,4.1,"46,602",83.1
47075,4.9,"38,950",69.5
47077,4.3,"46,826",83.5
47079,4.1,"43,159",77
47081,3.1,"46,176",82.4
47083,4.6,"40,915",73
47085,3.8,"52,121",93
47087,4.6,"41,749",74.5
47089,3.7,"50,332",89.8
47091,3.5,"40,219",71.8
47093,2.9,"60,316",107.6
47095,5.7,"34,059",60.8
47097,5.4,"43,545",77.7
47099,4.1,"43,448",77.5
47101,4,"45,874",81.8
47103,3.6,"54,558",97.3
47105,3.4,"65,226",116.4
47107,3.8,"49,836",88.9
47109,5.2,"45,469",81.1
47111,3.1,"44,334",79.1
47113,3.6,"50,401",89.9
47115,4.3,"47,675",85.1
47117,3.5,"58,151",103.8
47119,3.2,"66,434",118.5
47121,4.6,"48,334",86.2
47123,3.7,"50,506",90.1
47125,3.8,"57,606",102.8
47127,2.9,"61,804",110.3
47129,4.1,"43,952",78.4
47131,4.9,"44,061",78.6
47133,3.8,"43,636",77.9
47135,5,"42,939",76.6
47137,4.7,"41,860",74.7
47139,4,"45,922",81.9
47141,3.5,"49,083",87.6
47143,5.7,"47,599",84.9
47145,4,"50,561",90.2
47147,2.9,"65,790",117.4
47149,2.6,"69,614",124.2
47151,4.4,"38,750",69.1
47153,4.2,"46,876",83.6
47155,3.3,"54,476",97.2
47157,4,"52,659",94
47159,3,"54,570",97.4
47161,4.5,"52,177",93.1
47163,3.7,"51,303",91.5
47165,2.7,"69,391",123.8
47167,3.9,"61,436",109.6
47169,3.1,"51,982",92.7
47171,5,"44,548",79.5
47173,4,"48,106",85.8
47175,4.5,"44,451",79.3
47177,4.1,"46,144",82.3
47179,3.5,"51,879",92.6
47181,4.7,"45,091",80.5
47183,4,"42,506",75.8
47185,3.7,"43,583",77.8
47187,2.4,"119,637",213.5
47189,2.7,"80,080",142.9
48000,3.5,"64,044",100
48001,2.9,"48,461",75.7
48003,2.2,"74,918",117
48005,4,"51,750",80.8
48007,4.3,"53,085",82.9
48009,2.8,"63,731",99.5
48011,2.7,"64,424",100.6
48013,3.6,"57,309",89.5
48015,3.4,"68,311",106.7
48017,3.7,"46,174",72.1
48019,3.3,"59,604",93.1
48021,3,"62,627",97.8
48023,2.3,"41,539",64.9
48025,4.4,"44,171",69
48027,3.8,"54,831",85.6
48029,3.1,"58,956",92.1
48031,2.4,"68,404",106.8
48033,2.5,"71,926",112.3
48035,3.4,"55,179",86.2
48037,4.4,"51,207",80
48039,4.2,"83,704",130.7
48041,2.7,"54,471",85.1
48043,2.9,"48,581",75.9
48045,3.5,"44,259",69.1
48047,5.1,"31,410",49
48049,3.7,"56,040",87.5
48051,3.1,"61,745",96.4
48053,2.7,"62,827",98.1
48055,3.3,"55,301",86.3
48057,3.2,"55,909",87.3
48059,3.1,"50,812",79.3
48061,5.5,"40,893",63.9
48063,4.2,"47,091",73.5
48065,2.6,"69,760",108.9
48067,4.3,"44,529",69.5
48069,2.8,"51,736",80.8
48071,4.5,"93,351",145.8
48073,3.8,"46,576",72.7
48075,2.7,"44,095",68.9
48077,3.1,"59,983",93.7
48079,3.4,"43,742",68.3
48081,3.2,"48,435",75.6
48083,4.1,"44,834",70
48085,3.1,"96,847",151.2
48087,3.2,"40,314",62.9
48089,3.1,"55,607",86.8
48091,3,"87,976",137.4
48093,3.2,"54,122",84.5
48095,3.2,"43,321",67.6
48097,2.8,"61,186",95.5
48099,3.9,"53,083",82.9
48101,4.2,"40,449",63.2
48103,4,"68,626",107.2
48105,2.9,"54,165",84.6
48107,3.9,"38,871",60.7
48109,4,"44,462",69.4
48111,1.9,"55,793",87.1
48113,3.5,"61,807",96.5
48115,3.9,"48,165",75.2
48117,2.8,"46,178",72.1
48119,3.4,"51,348",80.2
48121,3,"90,910",141.9
48123,2.6,"52,544",82
48125,4.4,"41,973",65.5
48127,2.5,"40,315",62.9
48129,3.5,"41,093",64.2
48131,4.5,"37,100",57.9
48133,3.3,"46,991",73.4
48135,2.6,"65,564",102.4
48137,2.3,"40,424",63.1
48139,3.1,"78,341",122.3
48141,3.8,"48,629",75.9
48143,3.2,"53,044",82.8
48145,3.3,"41,484",64.8
48147,2.7,"56,123",87.6
48149,2.6,"62,195",97.1
48151,2.9,"51,053",79.7
48153,4.3,"45,022",70.3
48155,3.1,"38,615",60.3
48157,3.5,"101,361",158.3
48159,3.6,"50,630",79.1
48161,4.8,"52,511",82
48163,2.6,"40,360",63
48165,2.4,"67,171",104.9
48167,4,"73,214",114.3
48169,2.7,"48,975",76.5
48171,2.4,"62,143",97
48173,2.1,"93,759",146.4
48175,3.4,"56,758",88.6
48177,2.7,"48,425",75.6
48179,3.6,"52,543",82
48181,3.1,"57,439",89.7
48183,3.7,"53,137",83
48185,3.9,"51,651",80.6
48187,2.9,"78,801",123
48189,4.5,"49,187",76.8
48191,4.1,"35,940",56.1
48193,3,"52,505",82
48195,2.3,"58,703",91.7
48197,3,"40,057",62.5
48199,4.6,"62,616",97.8
48201,3.8,"61,638",96.2
48203,4,"55,171",86.1
